,0,1,2
adaptation,1.9721e-07,æ2>a|d>d|ʌ0>a|p>p|t>t|eɪ1>a|ʃ>ti|ʌ0>o|n>n,
adaptations,1.9721e-07,æ2>a|d>d|ʌ0>a|p>p|t>t|eɪ1>a|ʃ>ti|ʌ0>o|n>n|z>s,
adapted,5.3248e-06,ʌ0>a|d>d|æ1>a|p>p|t>t|ɪ0>e|d>d,
adapting,3.9443000000000007e-07,ʌ0>a|d>d|æ1>a|p>p|t>t|ɪ0>i|ŋ>ng,
adapts,1.9721e-07,ʌ0>a|d>d|æ1>a|p>p|t>t|s>s,
add,2.1694e-05,æ1>a|d>dd,
added,0.00018795,æ1>a|d>dd|ɪ0>e|d>d,
adder,5.916399999999999e-07,æ1>a|d>dd|ɝ0>er,
addicted,1.9721e-06,ʌ0>a|d>dd|ɪ1>i|k>c|t>t|ɪ0>e|d>d,
addie,7.888600000000001e-07,æ1>a|d>dd|i0>ie,
adding,2.268e-05,æ1>a|d>dd|ɪ0>i|ŋ>ng,
addition,4.9304e-06,ʌ0>a|d>dd|ɪ1>i|ʃ>ti|ʌ0>o|n>n,
additional,1.5777000000000002e-06,ʌ0>a|d>dd|ɪ1>i|ʃ>ti|ʌ0>o|n>n|ʌ0>a|l>l,
additions,1.5777000000000002e-06,ʌ0>a|d>dd|ɪ1>i|ʃ>ti|ʌ0>o|n>n|z>s,
address,2.1102e-05,æ1>a|d>dd|r>r|ɛ2>e|s>ss,
addressed,2.0708000000000002e-05,ʌ0>a|d>dd|r>r|ɛ1>e|s>ss|t>ed,
addresses,1.3805000000000002e-06,æ1>a|d>dd|r>r|ɛ1>e|s>ss|ɪ0>e|z>s,
addressing,1.0847e-05,ʌ0>a|d>dd|r>r|ɛ1>e|s>ss|ɪ0>i|ŋ>ng,
adds,1.7749000000000002e-06,æ1>a|d>dd|z>s,
adelaide,7.888600000000001e-07,æ1>a|d>d|ɛ0>e|l>l|eɪ2>ai|d>de,
adenoids,1.9721e-07,æ1>a|d>d|ɛ0>e|n>n|ɔɪ2>oi|d>d|z>s,
adept,3.9443000000000007e-07,ʌ0>a|d>d|ɛ1>e|p>p|t>t,
adequate,9.860700000000002e-07,æ1>a|d>d|ɛ0>e|k>q|w>u|eɪ2>a|t>te,
adequately,1.9721e-07,æ1>a|d>d|ɛ0>e|k>q|w>u|ʌ0>a|t>te|l>l|i0>y,
adhere,5.916399999999999e-07,ʌ0>a|d>d|h>h|ɪ1>e|r>re,
adhered,1.1833e-06,æ0>a|d>d|h>h|ɪ1>e|r>re|d>d,
adherents,1.9721e-07,æ0>a|d>d|h>h|ɪ1>e|r>r|ɛ0>e|n>n|t>t|s>s,
adhesive,1.9721e-07,æ0>a|d>d|h>h|i1>e|s>s|ɪ0>i|v>ve,
adieu,2.1694e-06,ʌ0>a|d>d|u1>ieu,
adjacent,2.1694e-06,ʌ0>a|dʒ>dj|eɪ1>a|s>c|ɛ0>e|n>n|t>t,
adjective,7.888600000000001e-07,æ1>a|dʒ>dj|ɪ0>e|k>c|t>t|ɪ0>i|v>ve,
adjectives,3.9443000000000007e-07,æ1>a|dʒ>dj|ɪ0>e|k>c|t>t|ɪ0>i|v>ve|z>s,
adjoining,3.1554000000000003e-06,ʌ0>a|dʒ>dj|ɔɪ1>oi|n>n|ɪ0>i|ŋ>ng,
adjourn,9.860700000000002e-07,ʌ0>a|dʒ>dj|ɝ1>our|n>n,
adjourned,9.860700000000002e-07,ʌ0>a|dʒ>dj|ɝ1>our|n>n|d>ed,
adjournment,1.9721e-07,ʌ0>a|dʒ>dj|ɝ1>our|n>n|m>m|ɛ0>e|n>n|t>t,
adjudged,5.916399999999999e-07,ʌ0>a|dʒ>dj|ʌ1>u|dʒ>dge|d>d,
adjudicated,1.9721e-07,ʌ0>a|dʒ>dj|u1>u|d>d|ɪ0>i|k>c|eɪ2>a|t>t|ɪ0>e|d>d,
adjust,2.3666e-06,ʌ0>a|dʒ>dj|ʌ1>u|s>s|t>t,
adjusted,2.3666e-06,ʌ0>a|dʒ>dj|ʌ1>u|s>s|t>t|ɪ0>e|d>d,
adjusting,5.916399999999999e-07,ʌ0>a|dʒ>dj|ʌ1>u|s>s|t>t|ɪ0>i|ŋ>ng,
adjustment,3.9443000000000007e-07,ʌ0>a|dʒ>dj|ʌ1>u|s>s|t>t|m>m|ɛ0>e|n>n|t>t,
adjutant,7.4941e-06,æ1>a|dʒ>dj|ʌ0>u|t>t|ʌ0>a|n>n|t>t,
administer,5.916399999999999e-07,ʌ0>a|d>d|m>m|ɪ1>i|n>n|ɪ0>i|s>s|t>t|ɝ0>er,
administered,3.1554000000000003e-06,ʌ0>a|d>d|m>m|ɪ1>i|n>n|ɪ0>i|s>s|t>t|ɝ0>er|d>ed,
administering,9.860700000000002e-07,æ0>a|d>d|m>m|ɪ1>i|n>n|ɪ0>i|s>s|t>t|ɝ0>er|ɪ0>i|ŋ>ng,
administers,5.916399999999999e-07,æ0>a|d>d|m>m|ɪ1>i|n>n|ɪ0>i|s>s|t>t|ɝ0>er|z>s,
administration,1.3805000000000002e-06,æ0>a|d>d|m>m|ɪ2>i|n>n|ɪ0>i|s>s|t>t|r>r|eɪ1>a|ʃ>ti|ʌ0>o|n>n,
administrator,1.9721e-07,ʌ0>a|d>d|m>m|ɪ1>i|n>n|ɪ0>i|s>s|t>t|r>r|eɪ2>a|t>t|ɝ0>or,
admirable,6.9025e-06,æ1>a|d>d|m>m|ɝ0>ir|ʌ0>a|b>b|ʌ0;l>le,
admirably,1.9721e-06,æ1>a|d>d|m>m|ɝ0>ir|ʌ0>a|b>b|l>l|i0>y,
admiral,9.269099999999999e-06,æ1>a|d>d|m>m|ɝ0>ir|ʌ0>a|l>l,
admirals,1.9721e-07,æ1>a|d>d|m>m|ɝ0>ir|ʌ0>a|l>l|z>s,
admiration,3.9837e-05,æ2>a|d>d|m>m|ɝ0>ir|eɪ1>a|ʃ>ti|ʌ0>o|n>n,
admire,2.5835e-05,æ0>a|d>d|m>m|aɪ1>i|r>re,
admired,3.0370999999999998e-05,ʌ0>a|d>d|m>m|aɪ1>i|ɝ0>re|d>d,
admirer,1.7749000000000002e-06,æ0>a|d>d|m>m|aɪ1>i|r>r|ɝ0>er,
admirers,1.9721e-06,ʌ0>a|d>d|m>m|aɪ1>i|r>r|ɝ0>er|z>s,
admires,1.5777000000000002e-06,æ0>a|d>d|m>m|aɪ1>i|r>re|z>s,
admiring,1.7355e-05,æ0>a|d>d|m>m|aɪ1>i|r>r|ɪ0>i|ŋ>ng,
admiringly,8.4802e-06,æ0>a|d>d|m>m|aɪ1>i|r>r|ɪ0>i|ŋ>ng|l>l|i0>y,
admission,3.9443e-06,æ0>a|d>d|m>m|ɪ1>i|ʃ>ssi|ʌ0>o|n>n,
admit,3.0963e-05,ʌ0>a|d>d|m>m|ɪ1>i|t>t,
admits,1.9721e-06,ʌ0>a|d>d|m>m|ɪ1>i|t>t|s>s,
admittance,2.7610000000000003e-06,ʌ0>a|d>d|m>m|ɪ1>i|t>tt|ʌ0>a|n>n|s>ce,
admitted,3.826e-05,ʌ0>a|d>d|m>m|ɪ1>i|t>tt|ɛ0>e|d>d,
admittedly,1.9721e-07,æ0>a|d>d|m>m|ɪ1>i|t>tt|ɪ0>e|d>d|l>l|i0>y,
admitting,2.1694e-06,æ0>a|d>d|m>m|ɪ1>i|t>tt|ɪ0>i|ŋ>ng,
admonished,2.1694e-06,ʌ0>a|d>d|m>m|ɑ1>o|n>n|ɪ0>i|ʃ>sh|t>ed,
admonishing,3.9443000000000007e-07,æ0>a|d>d|m>m|ɑ1>o|n>n|ɪ0>i|ʃ>sh|ɪ0>i|ŋ>ng,
admonition,3.9443000000000007e-07,æ2>a|d>d|m>m|ʌ0>o|n>n|ɪ1>i|ʃ>ti|ʌ0>o|n>n,
admonitions,1.9721e-07,æ2>a|d>d|m>m|ʌ0>o|n>n|ɪ1>i|ʃ>ti|ʌ0>o|n>n|z>s,
ado,2.5638e-06,ʌ0>a|d>d|u1>o,
adopt,6.7053e-06,ʌ0>a|d>d|ɑ1>o|p>p|t>t,
adopted,1.1635999999999998e-05,ʌ0>a|d>d|ɑ1>o|p>p|t>t|ɛ0>e|d>d,
adopting,2.5638e-06,ʌ0>a|d>d|ɑ1>o|p>p|t>t|ɪ0>i|ŋ>ng,
adoption,1.3805000000000002e-06,ʌ0>a|d>d|ɑ1>o|p>p|ʃ>ti|ʌ0>o|n>n,
adopts,1.9721e-07,ʌ0>a|d>d|ɑ1>o|p>p|t>t|s>s,
adorable,3.1554000000000003e-06,ʌ0>a|d>d|ɔ1>o|r>r|ʌ0>a|b>b|ʌ0;l>le,
adoration,1.7749000000000002e-06,æ2>a|d>d|ɝ0>or|eɪ1>a|ʃ>ti|ʌ0>o|n>n,
adore,4.5359e-06,ʌ0>a|d>d|ɔ1>o|r>re,
adored,9.269099999999999e-06,ʌ0>a|d>d|ɔ1>o|r>re|d>d,
adores,1.5777000000000002e-06,ʌ0>a|d>d|ɔ1>o|r>re|z>s,
adoring,2.3666e-06,ʌ0>a|d>d|ɔ1>o|r>r|ɪ0>i|ŋ>ng,
adorn,3.3526e-06,ʌ0>a|d>d|ɔ1>o|r>r|n>n,
adorned,1.6172e-05,ʌ0>a|d>d|ɔ1>o|r>r|n>n|d>ed,
adornment,1.5777000000000002e-06,ʌ0>a|d>d|ɔ1>o|r>r|n>n|m>m|ɛ0>e|n>n|t>t,
adriatic,1.9721e-07,eɪ2>a|d>d|r>r|i0>i|æ1>a|t>t|ɪ0>i|k>c,
adrift,2.9582e-06,ʌ0>a|d>d|r>r|ɪ1>i|f>f|t>t,
adroit,1.9721e-07,ʌ0>a|d>d|r>r|ɔɪ1>oi|t>t,
adroitly,7.888600000000001e-07,ʌ0>a|d>d|r>r|ɔɪ1>oi|t>t|l>l|i0>y,
ads,5.916399999999999e-07,æ1>a|d>d|z>s,
adulation,1.9721e-07,æ2>a|dʒ>d|ʌ0>u|l>l|eɪ1>a|ʃ>ti|ʌ0>o|n>n,
adulterated,1.9721e-07,ʌ0>a|d>d|ʌ1>u|l>l|t>t|ɝ0>er|eɪ2>a|t>t|ɪ0>e|d>d,
adulterous,1.9721e-07,ʌ0>a|d>d|ʌ1>u|l>l|t>t|ɝ0>er|ʌ0>ou|s>s,
adults,5.916399999999999e-07,æ1>a|d>d|ʌ0>u|l>l|t>t|s>s,
advance,1.1438e-05,ʌ0>a|d>d|v>v|æ1>a|n>n|s>ce,
advanced,1.7552e-05,ʌ0>a|d>d|v>v|æ1>a|n>n|s>ce|t>d,
advancement,3.9443000000000007e-07,ʌ0>a|d>d|v>v|æ1>a|n>n|s>ce|m>m|ɛ0>e|n>n|t>t,
advances,3.1554000000000003e-06,ʌ0>a|d>d|v>v|æ1>a|n>n|s>c|ɪ0>e|z>s,
advancing,6.3109e-06,ʌ0>a|d>d|v>v|æ1>a|n>n|s>c|ɪ0>i|ŋ>ng,
advantage,2.5638e-05,æ0>a|d>d|v>v|æ1>a|n>n|t>t|eɪ0>a|dʒ>ge,
advantageous,7.888600000000001e-07,æ2>a|d>d|v>v|ʌ0>a|n>n|t>t|eɪ1>a|dʒ>ge|ʌ0>ou|s>s,
advantages,6.9025e-06,æ0>a|d>d|v>v|æ1>a|n>n|t>t|ʌ0>a|dʒ>g|ɪ0>e|z>s,
advent,2.1694e-06,æ1>a|d>d|v>v|ɛ2>e|n>n|t>t,
adventure,4.0626e-05,æ0>a|d>d|v>v|ɛ1>e|n>n|tʃ>t|ɝ0>ure,
adventurer,9.860700000000002e-07,æ0>a|d>d|v>v|ɛ1>e|n>n|tʃ>t|ɝ0>ur|ɝ0>er,
adventurers,2.9582e-06,æ0>a|d>d|v>v|ɛ1>e|n>n|tʃ>t|ɝ0>ur|ɝ0>er|z>s,
adventures,6.725e-05,æ0>a|d>d|v>v|ɛ1>e|n>n|tʃ>t|ɝ0>ure|z>s,
adventurous,5.522000000000001e-06,æ0>a|d>d|v>v|ɛ1>e|n>n|tʃ>t|ɝ0>ur|ʌ0>ou|s>s,
adversaries,9.860700000000002e-07,æ1>a|d>d|v>v|ɝ0>er|s>s|ɛ2>a|r>r|i0>ie|z>s,
adversary,2.1694e-06,æ1>a|d>d|v>v|ɝ0>er|s>s|ɛ2>a|r>r|i0>y,
adverse,3.9443000000000007e-07,æ1>a|d>d|v>v|ɝ2>er|s>se,
adversity,1.7749000000000002e-06,æ0>a|d>d|v>v|ɝ1>er|s>s|ɪ0>i|t>t|i0>y,
advertise,1.9721e-06,æ1>a|d>d|v>v|ɝ0>er|t>t|aɪ2>i|z>se,
advertised,1.9721e-06,æ1>a|d>d|v>v|ɝ0>er|t>t|aɪ2>i|z>se|d>d,
advertisement,2.3666e-06,æ2>a|d>d|v>v|ɝ0>er|t>t|aɪ1>i|z>se|m>m|ɛ0>e|n>n|t>t,
advertisements,3.1554000000000003e-06,æ1>a|d>d|v>v|ɝ0>er|t>t|aɪ2>i|z>se|m>m|ɛ0>e|n>n|t>t|s>s,
advertiser,7.888600000000001e-07,æ1>a|d>d|v>v|ɝ0>er|t>t|aɪ2>i|z>s|ɝ0>er,
advertising,3.9443000000000007e-07,æ1>a|d>d|v>v|ɝ0>er|t>t|aɪ2>i|z>s|ɪ0>i|ŋ>ng,
advice,7.3955e-05,æ0>a|d>d|v>v|aɪ1>i|s>ce,
advisability,1.9721e-07,æ2>a|d>d|v>v|aɪ2>i|z>s|ʌ0>a|b>b|ɪ1>i|l>l|ɪ0>i|t>t|i0>y,
advisable,3.1554000000000003e-06,ʌ0>a|d>d|v>v|aɪ1>i|z>s|ʌ0>a|b>b|ʌ0;l>le,
advise,1.4594000000000001e-05,æ0>a|d>d|v>v|aɪ1>i|z>se,
advised,1.8341e-05,æ0>a|d>d|v>v|aɪ1>i|z>se|d>d,
advisedly,1.9721e-07,æ0>a|d>d|v>v|aɪ1>i|z>s|ɛ0>e|d>d|l>l|i0>y,
adviser,1.1833e-06,æ0>a|d>d|v>v|aɪ1>i|z>s|ɝ0>er,
advisers,5.916399999999999e-07,æ0>a|d>d|v>v|aɪ1>i|z>s|ɝ0>er|z>s,
advises,5.916399999999999e-07,æ0>a|d>d|v>v|aɪ1>i|z>s|ɪ0>e|z>s,
advising,1.9721e-06,æ0>a|d>d|v>v|aɪ1>i|z>s|ɪ0>i|ŋ>ng,
advocate,1.9721e-06,æ1>a|d>d|v>v|ʌ0>o|k>c|eɪ2>a|t>te,
ae,5.916399999999999e-07,ɛ1>ae,
aerial,3.9443e-06,ɛ1>ae|r>r|i0>i|ʌ0>a|l>l,
aesop,1.9721e-07,i1>ae|s>s|ɑ2>o|p>p,
aesthetic,7.888600000000001e-07,ɛ0>ae|s>s|θ>th|ɛ1>e|t>t|ɪ0>i|k>c,
aesthetics,1.9721e-07,ɛ0>ae|s>s|θ>th|ɛ1>e|t>t|ɪ0>i|k>c|s>s,
aetna,3.9443000000000007e-07,ɛ1>ae|t>t|n>n|ʌ0>a,
afar,1.5777e-05,ʌ0>a|f>f|ɑ1>a|r>r,
affable,2.5638e-06,æ1>a|f>ff|ʌ0>a|b>b|ʌ0;l>le,
affair,4.8318e-05,ʌ0>a|f>ff|ɛ1>ai|r>r,
affairs,4.8515e-05,ʌ0>a|f>ff|ɛ1>ai|r>r|z>s,
affect,2.9582e-06,ʌ0>a|f>ff|ɛ1>e|k>c|t>t,
affectation,2.3666e-06,æ2>a|f>ff|ɛ0>e|k>c|t>t|eɪ1>a|ʃ>ti|ʌ0>o|n>n,
affected,1.2425e-05,ʌ0>a|f>ff|ɛ1>e|k>c|t>t|ɪ0>e|d>d,
affecting,4.5359e-06,ʌ0>a|f>ff|ɛ1>e|k>c|t>t|ɪ0>i|ŋ>ng,
affection,3.6682e-05,ʌ0>a|f>ff|ɛ1>e|k>c|ʃ>ti|ʌ0>o|n>n,
affectionate,1.3213e-05,ʌ0>a|f>ff|ɛ1>e|k>c|ʃ>ti|ʌ0>o|n>n|ʌ0>a|t>te,
affectionately,5.9164e-06,ʌ0>a|f>ff|ɛ1>e|k>c|ʃ>ti|ʌ0>o|n>n|ʌ0>a|t>te|l>l|i0>y,
affections,9.269099999999999e-06,ʌ0>a|f>ff|ɛ1>e|k>c|ʃ>ti|ʌ0>o|n>n|z>s,
affects,1.5777000000000002e-06,ʌ0>a|f>ff|ɛ1>e|k>c|t>t|s>s,
affidavit,3.9443000000000007e-07,æ2>a|f>ff|ɪ0>i|d>d|eɪ1>a|v>v|ɪ0>i|t>t,
affinities,1.9721e-07,ʌ0>a|f>ff|ɪ1>i|n>n|ɪ0>i|t>t|i0>ie|z>s,
affirm,1.5777000000000002e-06,ʌ0>a|f>ff|ɝ1>ir|m>m,
affirmative,1.5777000000000002e-06,ʌ0>a|f>ff|ɝ1>ir|m>m|ʌ0>a|t>t|ɪ0>i|v>ve,
affirmed,3.5499e-06,ʌ0>a|f>ff|ɝ1>ir|m>m|d>ed,
affirming,3.9443000000000007e-07,ʌ0>a|f>ff|ɝ1>ir|m>m|ɪ0>i|ŋ>ng,
affirms,9.860700000000002e-07,ʌ0>a|f>ff|ɝ1>ir|m>m|z>s,
affix,3.9443000000000007e-07,æ1>a|f>ff|ɪ0>i|k;s>x,
afflict,1.1833e-06,ʌ0>a|f>ff|l>l|ɪ1>i|k>c|t>t,
afflicted,1.3213e-05,ʌ0>a|f>ff|l>l|ɪ1>i|k>c|t>t|ɪ0>e|d>d,
afflicting,5.916399999999999e-07,ʌ0>a|f>ff|l>l|ɪ1>i|k>c|t>t|ɪ0>i|ŋ>ng,
affliction,1.1833e-05,ʌ0>a|f>ff|l>l|ɪ1>i|k>c|ʃ>ti|ʌ0>o|n>n,
afflictions,1.5777000000000002e-06,ʌ0>a|f>ff|l>l|ɪ1>i|k>c|ʃ>ti|ʌ0>o|n>n|z>s,
afflicts,5.916399999999999e-07,ʌ0>a|f>ff|l>l|ɪ1>i|k>c|t>t|s>s,
afford,2.5243000000000002e-05,ʌ0>a|f>ff|ɔ1>o|r>r|d>d,
afforded,3.3526e-06,ʌ0>a|f>ff|ɔ1>o|r>r|d>d|ɛ0>e|d>d,
affording,1.5777000000000002e-06,ʌ0>a|f>ff|ɔ1>o|r>r|d>d|ɪ0>i|ŋ>ng,
affords,7.888600000000001e-07,ʌ0>a|f>ff|ɔ1>o|r>r|d>d|z>s,
affront,9.860700000000002e-07,ʌ0>a|f>ff|r>r|ʌ1>o|n>n|t>t,
affronted,3.9443000000000007e-07,ʌ0>a|f>ff|r>r|ʌ1>o|n>n|t>t|ɪ0>e|d>d,
afghan,2.9582e-06,æ1>a|f>f|g>gh|æ2>a|n>n,
afghanistan,1.1833e-06,æ0>a|f>f|g>gh|æ1>a|n>n|ɪ0>i|s>s|t>t|æ2>a|n>n,
afghans,1.7749000000000002e-06,æ1>a|f>f|g>gh|æ2>a|n>n|z>s,
afield,1.9721e-06,ʌ0>a|f>f|i1>ie|l>l|d>d,
afire,3.3526e-06,ʌ0>a|f>f|aɪ1>i|r>re,
aflame,2.1694e-06,ʌ0>a|f>f|l>l|eɪ1>a|m>me,
afloat,3.7470999999999997e-06,ʌ0>a|f>f|l>l|oʊ1>oa|t>t,
afoot,8.4802e-06,ʌ0>a|f>f|ʊ1>oo|t>t,
aforesaid,7.0997e-06,ʌ0>a|f>f|ɔ1>o|r>re|s>s|ɛ2>ai|d>d,
afraid,0.00034374,ʌ0>a|f>f|r>r|eɪ1>ai|d>d,
afresh,1.0452000000000001e-05,ʌ0>a|f>f|r>r|ɛ1>e|ʃ>sh,
africa,8.6774e-06,æ1>a|f>f|r>r|ɪ0>i|k>c|ʌ0>a,
african,2.1694e-06,æ1>a|f>f|r>r|ɪ0>i|k>c|ʌ0>a|n>n,
aft,2.3666e-06,æ1>a|f>f|t>t,
after,0.001347,æ1>a|f>f|t>t|ɝ0>er,
afterglow,1.1833e-06,æ1>a|f>f|t>t|ɝ0>er|g>g|l>l|oʊ2>ow,
aftermath,7.888600000000001e-07,æ1>a|f>f|t>t|ɝ0>er|m>m|æ2>a|θ>th,
afternoon,0.00017296,æ2>a|f>f|t>t|ɝ0>er|n>n|u1>oo|n>n,
afternoons,6.9025e-06,æ2>a|f>f|t>t|ɝ0>er|n>n|u1>oo|n>n|z>s,
afterthought,1.3805000000000002e-06,æ1>a|f>f|t>t|ɝ0>er|θ>th|ɔ2>ough|t>t,
afterward,2.9976999999999998e-05,æ1>a|f>f|t>t|ɝ0>er|w>w|ɝ0>ar|d>d,
afterwards,6.6658e-05,æ1>a|f>f|t>t|ɝ0>er|w>w|ɝ0>ar|d>d|z>s,
ag,2.3666e-06,æ1>a|g>g,
aga,1.9721e-07,ɑ1>a|g>g|ʌ0>a,
again,0.0012685,ʌ0>a|g>g|eɪ1>ai|n>n,
against,0.00034059,ʌ0>a|g>g|ɛ1>ai|n>n|s>s|t>t,
agape,1.9721e-07,ʌ0>a|g>g|eɪ1>a|p>pe,
agassiz,3.9443000000000007e-07,ʌ0>a|g>g|æ1>a|s>ss|ɪ0>i|z>z,
agate,9.860700000000002e-07,æ1>a|g>g|ʌ0>a|t>te,
agatha,1.9721e-07,æ1>a|g>g|ʌ0>a|θ>th|ʌ0>a,
age,9.052100000000001e-05,eɪ1>a|dʒ>ge,
aged,1.8538e-05,eɪ1>a|dʒ>ge|d>d,
agency,5.916399999999999e-07,eɪ1>a|dʒ>g|ɛ0>e|n>n|s>c|i0>y,
agent,6.5080999999999996e-06,eɪ1>a|dʒ>g|ɛ0>e|n>n|t>t,
agents,5.916399999999999e-07,eɪ1>a|dʒ>g|ɛ0>e|n>n|t>t|s>s,
ages,1.3607999999999999e-05,eɪ1>a|dʒ>g|ɪ0>e|z>s,
aggie,3.9443000000000007e-07,æ1>a|g>gg|i0>ie,
aggravate,1.1833e-06,æ1>a|g>gg|r>r|ʌ0>a|v>v|eɪ2>a|t>te,
aggravated,2.7610000000000003e-06,æ1>a|g>gg|r>r|ʌ0>a|v>v|eɪ2>a|t>t|ɪ0>e|d>d,
aggravating,4.1415e-06,æ1>a|g>gg|r>r|ʌ0>a|v>v|eɪ2>a|t>t|ɪ0>i|ŋ>ng,
aggressive,7.888600000000001e-07,ʌ0>a|g>gg|r>r|ɛ1>e|s>ss|ɪ0>i|v>ve,
aggressively,7.888600000000001e-07,ʌ0>a|g>gg|r>r|ɛ1>e|s>ss|ɪ0>i|v>ve|l>l|i0>y,
aggressiveness,1.9721e-07,ʌ0>a|g>gg|r>r|ɛ1>e|s>ss|ɪ0>i|v>ve|n>n|ɛ0>e|s>ss,
aggressor,1.9721e-07,ʌ0>a|g>gg|r>r|ɛ1>e|s>ss|ɝ0>or,
aggrieved,3.1554000000000003e-06,ʌ0>a|g>gg|r>r|i1>ie|v>ve|d>d,
aghast,6.9025e-06,ʌ0>a|g>gh|æ1>a|s>s|t>t,
agile,1.9721e-06,æ1>a|dʒ>gi|ʌ0;l>le,
agility,2.7610000000000003e-06,ʌ0>a|dʒ>g|ɪ1>i|l>l|ɪ0>i|t>t|i0>y,
agin,9.860700000000002e-07,ɑ0>a|dʒ>g|i1>i|n>n,
agincourt,1.9721e-07,æ1>a|dʒ>g|ɪ0>i|n>n|k>c|ɔ2>ou|r>r|t>t,
agitate,9.860700000000002e-07,æ1>a|dʒ>g|ɪ0>i|t>t|eɪ2>a|t>te,
agitated,8.283e-06,æ1>a|dʒ>g|ɪ0>i|t>t|eɪ2>a|t>t|ɛ0>e|d>d,
agitating,7.888600000000001e-07,æ1>a|dʒ>g|ɪ0>i|t>t|eɪ2>a|t>t|ɪ0>i|ŋ>ng,
agitation,5.1276e-06,æ2>a|dʒ>g|ɪ0>i|t>t|eɪ1>a|ʃ>ti|ʌ0>o|n>n,
aglow,3.5499e-06,ʌ0>a|g>g|l>l|oʊ1>ow,
agnes,1.1241e-05,æ1>a|g>g|n>n|ɪ0>e|s>s,
agnostic,3.9443000000000007e-07,æ0>a|g>g|n>n|ɑ1>o|s>s|t>t|ɪ0>i|k>c,
ago,0.00022522,ʌ0>a|g>g|oʊ1>o,
agonies,1.7749000000000002e-06,æ1>a|g>g|ʌ0>o|n>n|i0>ie|z>s,
agonized,3.1554000000000003e-06,æ1>a|g>g|ʌ0>o|n>n|aɪ2>i|z>ze|d>d,
agonizing,1.1833e-06,æ1>a|g>g|ʌ0>o|n>n|aɪ0>i|z>z|ɪ0>i|ŋ>ng,
agony,2.406e-05,æ1>a|g>g|ʌ0>o|n>n|i0>y,
agra,9.860700000000002e-07,æ1>a|g>g|r>r|ʌ0>a,
agree,3.1357e-05,ʌ0>a|g>g|r>r|i1>ee,
agreeable,2.6624e-05,ʌ0>a|g>g|r>r|i1>ee|ʌ0>a|b>b|ʌ0;l>le,
agreed,7.6716e-05,ʌ0>a|g>g|r>r|i1>ee|d>d,
agreeing,1.7749000000000002e-06,ʌ0>a|g>g|r>r|i1>ee|ɪ0>i|ŋ>ng,
agreement,3.9443e-06,ʌ0>a|g>g|r>r|i1>ee|m>m|ɛ0>e|n>n|t>t,
agrees,2.1694e-06,ʌ0>a|g>g|r>r|i1>ee|z>s,
agricola,1.9721e-07,æ2>a|g>g|r>r|ɪ0>i|k>c|oʊ1>o|l>l|ʌ0>a,
agricultural,9.860700000000002e-07,æ2>a|g>g|r>r|ɪ0>i|k>c|ʌ1>u|l>l|tʃ>t|ɝ0>ur|ʌ0>a|l>l,
agriculture,5.916399999999999e-07,æ1>a|g>g|r>r|ɪ0>i|k>c|ʌ2>u|l>l|tʃ>t|ɝ0>ure,
agrippa,3.9443000000000007e-07,ʌ0>a|g>g|r>r|ɪ1>i|p>pp|ʌ0>a,
aground,1.9721e-07,ʌ0>a|g>g|r>r|aʊ1>ou|n>n|d>d,
ah,0.00022502,ɑ1>ah,
aha,6.5080999999999996e-06,ɑ2>a|h>h|ɑ1>a,
ahead,4.3386999999999996e-05,ʌ0>a|h>h|ɛ1>ea|d>d,
ahmed,1.5185999999999998e-05,ɑ1>ah|m>m|ɛ0>e|d>d,
ai,0.00010965,aɪ1>ai,
aid,2.9779e-05,eɪ1>ai|d>d,
aide,3.9443000000000007e-07,eɪ1>ai|d>de,
aided,1.7749000000000002e-06,eɪ1>ai|d>d|ɪ0>e|d>d,
aides,3.9443000000000007e-07,eɪ1>ai|d>de|z>s,
aiding,1.9721e-07,eɪ1>ai|d>d|ɪ0>i|ŋ>ng,
aids,2.9582e-06,eɪ1>ai|d>d|z>s,
ail,1.9721e-07,eɪ1>ai|l>l,
ailing,7.888600000000001e-07,eɪ1>ai|l>l|ɪ0>i|ŋ>ng,
ailment,7.888600000000001e-07,eɪ1>ai|l>l|m>m|ɛ0>e|n>n|t>t,
ailments,3.9443000000000007e-07,eɪ1>ai|l>l|m>m|ɛ0>e|n>n|t>t|s>s,
ails,2.3666e-06,eɪ1>ai|l>l|z>s,
aim,1.203e-05,eɪ1>ai|m>m,
aimed,4.1415e-06,eɪ1>ai|m>m|d>ed,
aimee,1.9721e-07,eɪ1>ai|m>m|i1>ee,
aiming,4.5359e-06,eɪ1>ai|m>m|ɪ0>i|ŋ>ng,
aimless,1.3805000000000002e-06,eɪ1>ai|m>m|l>l|ɛ0>e|s>ss,
aimlessly,1.1833e-06,eɪ1>ai|m>m|l>l|ɛ0>e|s>ss|l>l|i0>y,
aims,1.7749000000000002e-06,eɪ1>ai|m>m|z>s,
air,0.00035992,ɛ1>ai|r>r,
aired,3.9443e-06,ɛ1>ai|r>r|d>ed,
airing,2.7610000000000003e-06,ɛ1>ai|r>r|ɪ0>i|ŋ>ng,
airless,1.9721e-07,ɛ1>ai|r>r|l>l|ɛ0>e|s>ss,
airs,1.7749000000000002e-05,ɛ1>ai|r>r|z>s,
airtight,1.9721e-07,ɛ1>ai|r>r|t>t|aɪ2>igh|t>t,
