aachen ɑ>aa|k>ch|ɛ>e|n>n
acerbic ʌ>a|s>c|ɛ>e|r>r|b>b|ɪ>i|k>c
aces eɪ>a|s>c|ɪ>e|z>s
acetaminophen ʌ>a|s>c|i>e|t>t|ʌ>a|m>m|ɪ>i|n>n|ʌ>o|f>ph|ɛ>e|n>n
acetate æ>a|s>c|ɛ>e|t>t|eɪ>a|t>te
acetic ʌ>a|s>c|ɛ>e|t>t|ɪ>i|k>c
acetone æ>a|s>c|ɛ>e|t>t|oʊ>o|n>ne
acetylcholine ʌ>a|s>c|ɛ>e|t>t|ɪ>y|l>l|k>ch|oʊ>o|l>l|i>i|n>ne
acetylene ʌ>a|s>c|ɛ>e|t>t|ɪ>y|l>l|i>e|n>ne
ache eɪ>a|k>che
achebe ɑ>a|tʃ>ch|eɪ>e|b>b|i>e
achenbach æ>a|k>ch|ɪ>e|n>n|b>b|ɑ>a|k>ch
aches eɪ>a|k>che|s>s
acheson æ>a|tʃ>ch|ɛ>e|s>s|ʌ>o|n>n
achievable ʌ>a|tʃ>ch|i>ie|v>v|ʌ>a|b>b|ʌ;l>le
achieve ʌ>a|tʃ>ch|i>ie|v>ve
achieved ʌ>a|tʃ>ch|i>ie|v>ve|d>d
achievement ʌ>a|tʃ>ch|i>ie|v>ve|m>m|ɛ>e|n>n|t>t
achievements ʌ>a|tʃ>ch|i>ie|v>ve|m>m|ɛ>e|n>n|t>t|s>s
achievers ʌ>a|tʃ>ch|i>ie|v>v|ɝ>er|z>s
achieves ʌ>a|tʃ>ch|i>ie|v>ve|z>s
achieving ʌ>a|tʃ>ch|i>ie|v>v|ɪ>i|ŋ>ng
achille ʌ>a|k>ch|ɪ>i|l>ll|i>e
achilles ʌ>a|k>ch|ɪ>i|l>ll|i>e|z>s
aching eɪ>a|k>ch|ɪ>i|ŋ>ng
acid æ>a|s>c|ɪ>i|d>d
acidic ʌ>a|s>c|ɪ>i|d>d|ɪ>i|k>c
acidification ʌ>a|s>c|ɪ>i|d>d|ɪ>i|f>f|ɪ>i|k>c|eɪ>a|ʃ>ti|ʌ>o|n>n
acidified ʌ>a|s>c|ɪ>i|d>d|ɪ>i|f>f|aɪ>i|d>ed
acidity ʌ>a|s>c|ɪ>i|d>d|ɪ>i|t>t|i>y
acidosis æ>a|s>c|ɪ>i|d>d|oʊ>o|s>s|ɪ>i|s>s
acids æ>a|s>c|ɪ>i|d>d|z>s
ack æ>a|k>ck
acker æ>a|k>ck|ɝ>er
ackerman æ>a|k>ck|ɝ>er|m>m|ʌ>a|n>n
ackermann æ>a|k>ck|ɝ>er|m>m|ʌ>a|n>nn
ackroyd æ>a|k>ck|r>r|ɔɪ>oy|d>d
acme æ>a|k>c|m>m|i>e
acne æ>a|k>c|n>n|i>e
acolyte æ>a|k>c|ʌ>o|l>l|aɪ>y|t>te
acolytes æ>a|k>c|ʌ>o|l>l|aɪ>y|t>te|s>s
acorn eɪ>a|k>c|ɔ>o|r>r|n>n
acorns eɪ>a|k>c|ɔ>o|r>r|n>n|z>s
acosta ʌ>a|k>c|ɔ>o|s>s|t>t|ʌ>a
acoustic ʌ>a|k>c|u>ou|s>s|t>t|ɪ>i|k>c
acoustical ʌ>a|k>c|u>ou|s>s|t>t|ɪ>i|k>c|ʌ>a|l>l
acoustically ʌ>a|k>c|u>ou|s>s|t>t|ɪ>i|k>ca|l>ll|i>y
acoustics ʌ>a|k>c|u>ou|s>s|t>t|ɪ>i|k>c|s>s
acquaint ʌ>a|k>cq|w>u|eɪ>ai|n>n|t>t
acquaintance ʌ>a|k>cq|w>u|eɪ>ai|n>n|t>t|ʌ>a|n>n|s>ce
acquaintances ʌ>a|k>cq|w>u|eɪ>ai|n>n|t>t|ʌ>a|n>n|s>c|ɪ>e|z>s
acquaintanceship ʌ>a|k>cq|w>u|eɪ>ai|n>n|t>t|ʌ>a|n>n|s>ce|ʃ>sh|ɪ>i|p>p
acquainted ʌ>a|k>cq|w>u|eɪ>ai|n>n|t>t|ɪ>e|d>d
acquiesce æ>a|k>cq|w>u|i>i|ɛ>e|s>sce
acquiesced æ>a|k>cq|w>u|i>i|ɛ>e|s>sce|t>d
acquiescence æ>a|k>cq|w>u|i>i|ɛ>e|s>sc|ɛ>e|n>n|s>ce
acquire ʌ>a|k>cq|w>u|aɪ>i|ɝ>re
acquired ʌ>a|k>cq|w>u|aɪ>i|ɝ>re|d>d
acquirer ʌ>a|k>cq|w>u|aɪ>i|ɝ>r|ɝ>er
acquires ʌ>a|k>cq|w>u|aɪ>i|ɝ>re|z>s
acquiring ʌ>a|k>cq|w>u|aɪ>i|r>r|ɪ>i|ŋ>ng
acquisition æ>a|k>cq|w>u|ɪ>i|z>s|ɪ>i|ʃ>ti|ʌ>o|n>n
acquisitions æ>a|k>cq|w>u|ɪ>i|z>s|ɪ>i|ʃ>ti|ʌ>o|n>n|z>s
acquisitive ʌ>a|k>cq|w>u|ɪ>i|z>s|ɪ>i|t>t|ɪ>i|v>ve
acquit ʌ>a|k>cq|w>u|ɪ>i|t>t
acquittal ʌ>a|k>cq|w>u|ɪ>i|t>tt|ʌ>a|l>l
acquitted ʌ>a|k>cq|w>u|ɪ>i|t>tt|ɪ>e|d>d
acre eɪ>a|k>c|ɝ>re
acreage eɪ>a|k>c|r>re|ʌ>a|dʒ>ge
acres eɪ>a|k>c|ɝ>re|z>s
acrid æ>a|k>c|r>r|ɪ>i|d>d
acrimonious æ>a|k>c|r>r|ɪ>i|m>m|oʊ>o|n>n|i>i|ʌ>ou|s>s
acrimony æ>a|k>c|r>r|ɪ>i|m>m|oʊ>o|n>n|i>y
acrobat æ>a|k>c|r>r|ʌ>o|b>b|æ>a|t>t
acrobatic æ>a|k>c|r>r|ʌ>o|b>b|æ>a|t>t|ɪ>i|k>c
acrobatics æ>a|k>c|r>r|ʌ>o|b>b|æ>a|t>t|ɪ>i|k>c|s>s
acrobats æ>a|k>c|r>r|ʌ>o|b>b|æ>a|t>t|s>s
acronym æ>a|k>c|r>r|ʌ>o|n>n|ɪ>y|m>m
acronyms æ>a|k>c|r>r|ʌ>o|n>n|ɪ>y|m>m|z>s
acropolis ʌ>a|k>c|r>r|ɑ>o|p>p|ʌ>o|l>l|ɪ>i|s>s
across ʌ>a|k>c|r>r|ɔ>o|s>ss
acrylic ʌ>a|k>c|r>r|ɪ>y|l>l|ɪ>i|k>c
acrylics ʌ>a|k>c|r>r|ɪ>y|l>l|ɪ>i|k>c|s>s
act æ>a|k>c|t>t
acted æ>a|k>c|t>t|ɪ>e|d>d
actin æ>a|k>c|t>t|ɪ>i|n>n
acting æ>a|k>c|t>t|ɪ>i|ŋ>ng
action æ>a|k>c|ʃ>ti|ʌ>o|n>n
actionable æ>a|k>c|ʃ>ti|ʌ>o|n>n|ʌ>a|b>b|ʌ;l>le
actions æ>a|k>c|ʃ>ti|ʌ>o|n>n|z>s
activate æ>a|k>c|t>t|ɪ>i|v>v|eɪ>a|t>te
activated æ>a|k>c|t>t|ɪ>i|v>v|eɪ>a|t>t|ɪ>e|d>d
activates æ>a|k>c|t>t|ɪ>i|v>v|eɪ>a|t>te|s>s
activating æ>a|k>c|t>t|ɪ>i|v>v|eɪ>a|t>t|ɪ>i|ŋ>ng
activation æ>a|k>c|t>t|ɪ>i|v>v|eɪ>a|ʃ>ti|ʌ>o|n>n
activator æ>a|k>c|t>t|ɪ>i|v>v|eɪ>a|t>t|ɝ>or
active æ>a|k>c|t>t|ɪ>i|v>ve
actively æ>a|k>c|t>t|ɪ>i|v>ve|l>l|i>y
activism æ>a|k>c|t>t|ɪ>i|v>v|ɪ>i|z>s|ʌ;m>m
activist æ>a|k>c|t>t|ɪ>i|v>v|ɪ>i|s>s|t>t
activists æ>a|k>c|t>t|ɪ>i|v>v|ɪ>i|s>s|t>t|s>s
activities æ>a|k>c|t>t|ɪ>i|v>v|ɪ>i|t>t|i>ie|z>s
activity æ>a|k>c|t>t|ɪ>i|v>v|ɪ>i|t>t|i>y
acton æ>a|k>c|t>t|ʌ>o|n>n
actor æ>a|k>c|t>t|ɝ>or
actors æ>a|k>c|t>t|ɝ>or|z>s
actress æ>a|k>c|t>t|r>r|ɛ>e|s>ss
actresses æ>a|k>c|t>t|r>r|ɛ>e|s>ss|ɪ>e|z>s
acts æ>a|k>c|t>t|s>s
actual æ>a|k>c|tʃ>t|u>u|ʌ>a|l>l
actuality æ>a|k>c|tʃ>t|u>u|æ>a|l>l|ɪ>i|t>t|i>y
actualize æ>a|k>c|tʃ>t|u>u|ʌ>a|l>l|aɪ>i|z>ze
actually æ>a|k>c|tʃ>t|u>u|ʌ>a|l>ll|i>y
actuarial æ>a|k>c|tʃ>t|u>u|ɛ>a|r>r|i>i|ʌ>a|l>l
actuaries æ>a|k>c|tʃ>t|u>u|ɛ>a|r>r|i>ie|z>s
actuary æ>a|k>c|tʃ>t|u>u|ɛ>a|r>r|i>y
actuate æ>a|k>c|tʃ>t|u>u|eɪ>a|t>te
actuator æ>a|k>c|t>t|j;u>u|eɪ>a|t>t|ɝ>or
actuators æ>a|k>c|t>t|j;u>u|eɪ>a|t>t|ɝ>or|z>s
actus æ>a|k>c|t>t|ʌ>u|s>s
acuity ʌ>a|k>c|j;u>u|ɪ>i|t>t|i>y
acumen ʌ>a|k>c|j;u>u|m>m|ɛ>e|n>n
acupuncture æ>a|k>c|j;u>u|p>p|ʌ>u|ŋ>n|k>c|tʃ>t|ɝ>ure
acute ʌ>a|k>c|j;u>u|t>te
acutely ʌ>a|k>c|j;u>u|t>te|l>l|i>y
acuteness ʌ>a|k>c|j;u>u|t>te|n>n|ɛ>e|s>ss
acyclovir ʌ>a|s>c|ɪ>y|k>c|l>l|oʊ>o|v>v|ɪ>i|r>r
ad æ>a|d>d
ada eɪ>a|d>d|ʌ>a
adage æ>a|d>d|ʌ>a|dʒ>ge
adagio ʌ>a|d>d|ɑ>a|ʒ>g|i>i|oʊ>o
adah æ>a|d>d|ɑ>ah
adair ʌ>a|d>d|ɛ>ai|r>r
adam æ>a|d>d|ʌ>a|m>m
adamant æ>a|d>d|ʌ>a|m>m|ʌ>a|n>n|t>t
adamantly æ>a|d>d|ʌ>a|m>m|ʌ>a|n>n|t>t|l>l|i>y
adams æ>a|d>d|ʌ>a|m>m|z>s
adamson æ>a|d>d|ʌ>a|m>m|s>s|ʌ>o|n>n
adapt ʌ>a|d>d|æ>a|p>p|t>t
adaptability ʌ>a|d>d|æ>a|p>p|t>t|ʌ>a|b>b|ɪ>i|l>l|ɪ>i|t>t|i>y
adaptable ʌ>a|d>d|æ>a|p>p|t>t|ʌ>a|b>b|ʌ;l>le
adaptation æ>a|d>d|ʌ>a|p>p|t>t|eɪ>a|ʃ>ti|ʌ>o|n>n
adaptations æ>a|d>d|ʌ>a|p>p|t>t|eɪ>a|ʃ>ti|ʌ>o|n>n|z>s
adapted ʌ>a|d>d|æ>a|p>p|t>t|ɪ>e|d>d
adapter ʌ>a|d>d|æ>a|p>p|t>t|ɝ>er
adapters ʌ>a|d>d|æ>a|p>p|t>t|ɝ>er|z>s
adapting ʌ>a|d>d|æ>a|p>p|t>t|ɪ>i|ŋ>ng
adaptive ʌ>a|d>d|æ>a|p>p|t>t|ɪ>i|v>ve
adaptor ʌ>a|d>d|æ>a|p>p|t>t|ɝ>or
adapts ʌ>a|d>d|æ>a|p>p|t>t|s>s
add æ>a|d>dd
addams æ>a|d>dd|ʌ>a|m>m|z>s
added æ>a|d>dd|ɪ>e|d>d
addendum ʌ>a|d>dd|ɛ>e|n>n|d>d|ʌ>u|m>m
adder æ>a|d>dd|ɝ>er
addict æ>a|d>dd|ɪ>i|k>c|t>t
addicted ʌ>a|d>dd|ɪ>i|k>c|t>t|ɪ>e|d>d
addiction ʌ>a|d>dd|ɪ>i|k>c|ʃ>ti|ʌ>o|n>n
addictions ʌ>a|d>dd|ɪ>i|k>c|ʃ>ti|ʌ>o|n>n|z>s
addictive ʌ>a|d>dd|ɪ>i|k>c|t>t|ɪ>i|v>ve
addicts æ>a|d>dd|ɪ>i|k>c|t>t|s>s
addie æ>a|d>dd|i>ie
adding æ>a|d>dd|ɪ>i|ŋ>ng
addington æ>a|d>dd|ɪ>i|ŋ>ng|t>t|ʌ>o|n>n
addis ɑ>a|d>dd|ɪ>i|s>s
addison æ>a|d>dd|ɪ>i|s>s|ʌ>o|n>n
addition ʌ>a|d>dd|ɪ>i|ʃ>ti|ʌ>o|n>n
additional ʌ>a|d>dd|ɪ>i|ʃ>ti|ʌ>o|n>n|ʌ>a|l>l
additionally ʌ>a|d>dd|ɪ>i|ʃ>ti|ʌ>o|n>n|ʌ>a|l>ll|i>y
additions ʌ>a|d>dd|ɪ>i|ʃ>ti|ʌ>o|n>n|z>s
additive æ>a|d>dd|ɪ>i|t>t|ɪ>i|v>ve
additives æ>a|d>dd|ɪ>i|t>t|ɪ>i|v>ve|z>s
address æ>a|d>dd|r>r|ɛ>e|s>ss
addressable ʌ>a|d>dd|r>r|ɛ>e|s>ss|ʌ>a|b>b|ʌ;l>le
addressed ʌ>a|d>dd|r>r|ɛ>e|s>ss|t>ed
addressee æ>a|d>dd|r>r|ɛ>e|s>ss|i>ee
addresses æ>a|d>dd|r>r|ɛ>e|s>ss|ɪ>e|z>s
addressing ʌ>a|d>dd|r>r|ɛ>e|s>ss|ɪ>i|ŋ>ng
adds æ>a|d>dd|z>s
ade eɪ>a|d>de
adel ʌ>a|d>d|ɛ>e|l>l
adela ʌ>a|d>d|ɛ>e|l>l|ʌ>a
adelaide æ>a|d>d|ɛ>e|l>l|eɪ>ai|d>de
adele ʌ>a|d>d|ɛ>e|l>le
adeline æ>a|d>d|ɛ>e|l>l|aɪ>i|n>ne
adelman æ>a|d>d|ɛ>e|l>l|m>m|ʌ>a|n>n
adelson æ>a|d>d|ɛ>e|l>l|s>s|ʌ>o|n>n
aden eɪ>a|d>d|ɛ>e|n>n
adenauer æ>a|d>d|ɛ>e|n>n|aʊ>aue|r>r
adenine æ>a|d>d|ɛ>e|n>n|i>i|n>ne
adenoid æ>a|d>d|ɛ>e|n>n|ɔɪ>oi|d>d
adenoids æ>a|d>d|ɛ>e|n>n|ɔɪ>oi|d>d|z>s
adept ʌ>a|d>d|ɛ>e|p>p|t>t
adequacy æ>a|d>d|ɛ>e|k>q|w>u|ʌ>a|s>c|i>y
adequate æ>a|d>d|ɛ>e|k>q|w>u|eɪ>a|t>te
adequately æ>a|d>d|ɛ>e|k>q|w>u|ʌ>a|t>te|l>l|i>y
adhere ʌ>a|d>d|h>h|ɪ>e|r>re
adhered æ>a|d>d|h>h|ɪ>e|r>re|d>d
adherence ʌ>a|d>d|h>h|ɪ>e|r>r|ɛ>e|n>n|s>ce
adherent ʌ>a|d>d|h>h|ɪ>e|r>r|ɛ>e|n>n|t>t
adherents æ>a|d>d|h>h|ɪ>e|r>r|ɛ>e|n>n|t>t|s>s
adheres ʌ>a|d>d|h>h|ɪ>e|r>re|z>s
adhering ʌ>a|d>d|h>h|ɪ>e|r>r|ɪ>i|ŋ>ng
adhesive æ>a|d>d|h>h|i>e|s>s|ɪ>i|v>ve
adhesives æ>a|d>d|h>h|i>e|s>s|ɪ>i|v>ve|z>s
adieu ʌ>a|d>d|u>ieu
adipose æ>a|d>d|ɪ>i|p>p|oʊ>o|s>se
adirondack æ>a|d>d|ɝ>ir|ɑ>o|n>n|d>d|æ>a|k>ck
adjacent ʌ>a|dʒ>dj|eɪ>a|s>c|ɛ>e|n>n|t>t
adjective æ>a|dʒ>dj|ɪ>e|k>c|t>t|ɪ>i|v>ve
adjectives æ>a|dʒ>dj|ɪ>e|k>c|t>t|ɪ>i|v>ve|z>s
adjoining ʌ>a|dʒ>dj|ɔɪ>oi|n>n|ɪ>i|ŋ>ng
adjoins ʌ>a|dʒ>dj|ɔɪ>oi|n>n|z>s
adjourn ʌ>a|dʒ>dj|ɝ>our|n>n
adjourned ʌ>a|dʒ>dj|ɝ>our|n>n|d>ed
adjournment ʌ>a|dʒ>dj|ɝ>our|n>n|m>m|ɛ>e|n>n|t>t
adjudged ʌ>a|dʒ>dj|ʌ>u|dʒ>dge|d>d
adjudicate ʌ>a|dʒ>dj|u>u|d>d|ɪ>i|k>c|eɪ>a|t>te
adjudicated ʌ>a|dʒ>dj|u>u|d>d|ɪ>i|k>c|eɪ>a|t>t|ɪ>e|d>d
adjudicating ʌ>a|dʒ>dj|u>u|d>d|ɪ>i|k>c|eɪ>a|t>t|ɪ>i|ŋ>ng
adjudication ʌ>a|dʒ>dj|u>u|d>d|ɪ>i|k>c|eɪ>a|ʃ>ti|ʌ>o|n>n
adjunct æ>a|dʒ>dj|ʌ>u|ŋ>n|k>c|t>t
adjuncts æ>a|dʒ>dj|ʌ>u|ŋ>n|k>c|t>t|s>s
adjust ʌ>a|dʒ>dj|ʌ>u|s>s|t>t
adjustable ʌ>a|dʒ>dj|ʌ>u|s>s|t>t|ʌ>a|b>b|ʌ;l>le
adjusted ʌ>a|dʒ>dj|ʌ>u|s>s|t>t|ɪ>e|d>d
adjuster ʌ>a|dʒ>dj|ʌ>u|s>s|t>t|ɝ>er
adjusting ʌ>a|dʒ>dj|ʌ>u|s>s|t>t|ɪ>i|ŋ>ng
adjustment ʌ>a|dʒ>dj|ʌ>u|s>s|t>t|m>m|ɛ>e|n>n|t>t
adjustments ʌ>a|dʒ>dj|ʌ>u|s>s|t>t|m>m|ɛ>e|n>n|t>t|s>s
adjusts ʌ>a|dʒ>dj|ʌ>u|s>s|t>t|s>s
adjutant æ>a|dʒ>dj|ʌ>u|t>t|ʌ>a|n>n|t>t
adkins æ>a|d>d|k>k|ɪ>i|n>n|z>s
adlai ɑ>a|d>d|l>l|ɑ>a|i>i
adler æ>a|d>d|l>l|ɝ>er
administer ʌ>a|d>d|m>m|ɪ>i|n>n|ɪ>i|s>s|t>t|ɝ>er
administered ʌ>a|d>d|m>m|ɪ>i|n>n|ɪ>i|s>s|t>t|ɝ>er|d>ed
administering æ>a|d>d|m>m|ɪ>i|n>n|ɪ>i|s>s|t>t|ɝ>er|ɪ>i|ŋ>ng
administers æ>a|d>d|m>m|ɪ>i|n>n|ɪ>i|s>s|t>t|ɝ>er|z>s
administration æ>a|d>d|m>m|ɪ>i|n>n|ɪ>i|s>s|t>t|r>r|eɪ>a|ʃ>ti|ʌ>o|n>n
administrations æ>a|d>d|m>m|ɪ>i|n>n|ɪ>i|s>s|t>t|r>r|eɪ>a|ʃ>ti|ʌ>o|n>n|z>s
administrative ʌ>a|d>d|m>m|ɪ>i|n>n|ɪ>i|s>s|t>t|r>r|eɪ>a|t>t|ɪ>i|v>ve
administratively æ>a|d>d|m>m|ɪ>i|n>n|ɪ>i|s>s|t>t|r>r|eɪ>a|t>t|ɪ>i|v>ve|l>l|i>y
administrator ʌ>a|d>d|m>m|ɪ>i|n>n|ɪ>i|s>s|t>t|r>r|eɪ>a|t>t|ɝ>or
administrators æ>a|d>d|m>m|ɪ>i|n>n|ɪ>i|s>s|t>t|r>r|eɪ>a|t>t|ɝ>or|z>s
admirable æ>a|d>d|m>m|ɝ>ir|ʌ>a|b>b|ʌ;l>le
admirably æ>a|d>d|m>m|ɝ>ir|ʌ>a|b>b|l>l|i>y
admiral æ>a|d>d|m>m|ɝ>ir|ʌ>a|l>l
admirals æ>a|d>d|m>m|ɝ>ir|ʌ>a|l>l|z>s
admiralty æ>a|d>d|m>m|ɝ>ir|ʌ>a|l>l|t>t|i>y
admiration æ>a|d>d|m>m|ɝ>ir|eɪ>a|ʃ>ti|ʌ>o|n>n
admire æ>a|d>d|m>m|aɪ>i|r>re
admired ʌ>a|d>d|m>m|aɪ>i|ɝ>re|d>d
admirer æ>a|d>d|m>m|aɪ>i|r>r|ɝ>er
admirers ʌ>a|d>d|m>m|aɪ>i|r>r|ɝ>er|z>s
admires æ>a|d>d|m>m|aɪ>i|r>re|z>s
admiring æ>a|d>d|m>m|aɪ>i|r>r|ɪ>i|ŋ>ng
admiringly æ>a|d>d|m>m|aɪ>i|r>r|ɪ>i|ŋ>ng|l>l|i>y
admissibility ʌ>a|d>d|m>m|ɪ>i|s>ss|ɪ>i|b>b|ɪ>i|l>l|ɪ>i|t>t|i>y
admissible ʌ>a|d>d|m>m|ɪ>i|s>ss|ɪ>i|b>b|ʌ;l>le
admission æ>a|d>d|m>m|ɪ>i|ʃ>ssi|ʌ>o|n>n
admissions æ>a|d>d|m>m|ɪ>i|ʃ>ssi|ʌ>o|n>n|z>s
admit ʌ>a|d>d|m>m|ɪ>i|t>t
admits ʌ>a|d>d|m>m|ɪ>i|t>t|s>s
admittance ʌ>a|d>d|m>m|ɪ>i|t>tt|ʌ>a|n>n|s>ce
admitted ʌ>a|d>d|m>m|ɪ>i|t>tt|ɛ>e|d>d
admittedly æ>a|d>d|m>m|ɪ>i|t>tt|ɪ>e|d>d|l>l|i>y
admitting æ>a|d>d|m>m|ɪ>i|t>tt|ɪ>i|ŋ>ng
admonish æ>a|d>d|m>m|ɑ>o|n>n|ɪ>i|ʃ>sh
admonished ʌ>a|d>d|m>m|ɑ>o|n>n|ɪ>i|ʃ>sh|t>ed
admonishes æ>a|d>d|m>m|ɑ>o|n>n|ɪ>i|ʃ>sh|ɪ>e|z>s
admonishing æ>a|d>d|m>m|ɑ>o|n>n|ɪ>i|ʃ>sh|ɪ>i|ŋ>ng
admonition æ>a|d>d|m>m|ʌ>o|n>n|ɪ>i|ʃ>ti|ʌ>o|n>n
admonitions æ>a|d>d|m>m|ʌ>o|n>n|ɪ>i|ʃ>ti|ʌ>o|n>n|z>s
ado ʌ>a|d>d|u>o
adobe ʌ>a|d>d|oʊ>o|b>b|i>e
adolescence æ>a|d>d|ʌ>o|l>l|ɛ>e|s>sc|ɛ>e|n>n|s>ce
adolescent æ>a|d>d|ʌ>o|l>l|ɛ>e|s>sc|ɛ>e|n>n|t>t
adolescents æ>a|d>d|ʌ>o|l>l|ɛ>e|s>sc|ɛ>e|n>n|t>t|s>s
adolf eɪ>a|d>d|ɑ>o|l>l|f>f
adolfo ʌ>a|d>d|ɑ>o|l>l|f>f|oʊ>o
adolph eɪ>a|d>d|ɔ>o|l>l|f>ph
adopt ʌ>a|d>d|ɑ>o|p>p|t>t
adopted ʌ>a|d>d|ɑ>o|p>p|t>t|ɛ>e|d>d
adoptees ʌ>a|d>d|ɑ>o|p>p|t>t|i>ee|z>s
adopting ʌ>a|d>d|ɑ>o|p>p|t>t|ɪ>i|ŋ>ng
adoption ʌ>a|d>d|ɑ>o|p>p|ʃ>ti|ʌ>o|n>n
adoptions ʌ>a|d>d|ɑ>o|p>p|ʃ>ti|ʌ>o|n>n|z>s
adoptive ʌ>a|d>d|ɑ>o|p>p|t>t|ɪ>i|v>ve
adopts ʌ>a|d>d|ɑ>o|p>p|t>t|s>s
adorable ʌ>a|d>d|ɔ>o|r>r|ʌ>a|b>b|ʌ;l>le
adoration æ>a|d>d|ɝ>or|eɪ>a|ʃ>ti|ʌ>o|n>n
adore ʌ>a|d>d|ɔ>o|r>re
adored ʌ>a|d>d|ɔ>o|r>re|d>d
adores ʌ>a|d>d|ɔ>o|r>re|z>s
adoring ʌ>a|d>d|ɔ>o|r>r|ɪ>i|ŋ>ng
adorn ʌ>a|d>d|ɔ>o|r>r|n>n
adorned ʌ>a|d>d|ɔ>o|r>r|n>n|d>ed
adornment ʌ>a|d>d|ɔ>o|r>r|n>n|m>m|ɛ>e|n>n|t>t
adorno ɑ>a|d>d|ɔ>o|r>r|n>n|oʊ>o
adorns ʌ>a|d>d|ɔ>o|r>r|n>n|z>s
adrenal ʌ>a|d>d|r>r|i>e|n>n|ʌ>a|l>l
adrenalin ʌ>a|d>d|r>r|ɛ>e|n>n|ʌ>a|l>l|ɪ>i|n>n
adrenaline ʌ>a|d>d|r>r|ɛ>e|n>n|ʌ>a|l>l|ɪ>i|n>ne
adrian eɪ>a|d>d|r>r|i>i|ʌ>a|n>n
adriana eɪ>a|d>d|r>r|i>i|æ>a|n>n|ʌ>a
adriatic eɪ>a|d>d|r>r|i>i|æ>a|t>t|ɪ>i|k>c
adrienne ɑ>a|d>d|r>r|i>i|ɛ>e|n>nne
adrift ʌ>a|d>d|r>r|ɪ>i|f>f|t>t
adroit ʌ>a|d>d|r>r|ɔɪ>oi|t>t
adroitly ʌ>a|d>d|r>r|ɔɪ>oi|t>t|l>l|i>y
ads æ>a|d>d|z>s
adulation æ>a|dʒ>d|ʌ>u|l>l|eɪ>a|ʃ>ti|ʌ>o|n>n
adult æ>a|d>d|ʌ>u|l>l|t>t
adulterated ʌ>a|d>d|ʌ>u|l>l|t>t|ɝ>er|eɪ>a|t>t|ɪ>e|d>d
adulterer ʌ>a|d>d|ʌ>u|l>l|t>t|ɝ>er|ɝ>er
adulterous ʌ>a|d>d|ʌ>u|l>l|t>t|ɝ>er|ʌ>ou|s>s
adultery ʌ>a|d>d|ʌ>u|l>l|t>t|ɝ>er|i>y
adulthood ʌ>a|d>d|ʌ>u|l>l|t>t|h>h|ʊ>oo|d>d
adults æ>a|d>d|ʌ>u|l>l|t>t|s>s
advance ʌ>a|d>d|v>v|æ>a|n>n|s>ce
advanced ʌ>a|d>d|v>v|æ>a|n>n|s>ce|t>d
advancement ʌ>a|d>d|v>v|æ>a|n>n|s>ce|m>m|ɛ>e|n>n|t>t
advancements ʌ>a|d>d|v>v|æ>a|n>n|s>ce|m>m|ɛ>e|n>n|t>t|s>s
advances ʌ>a|d>d|v>v|æ>a|n>n|s>c|ɪ>e|z>s
advancing ʌ>a|d>d|v>v|æ>a|n>n|s>c|ɪ>i|ŋ>ng
advantage æ>a|d>d|v>v|æ>a|n>n|t>t|eɪ>a|dʒ>ge
advantaged æ>a|d>d|v>v|æ>a|n>n|t>t|eɪ>a|dʒ>ge|d>d
advantageous æ>a|d>d|v>v|ʌ>a|n>n|t>t|eɪ>a|dʒ>ge|ʌ>ou|s>s
advantages æ>a|d>d|v>v|æ>a|n>n|t>t|ʌ>a|dʒ>g|ɪ>e|z>s
advection æ>a|d>d|v>v|ɛ>e|k>c|ʃ>ti|ʌ>o|n>n
advent æ>a|d>d|v>v|ɛ>e|n>n|t>t
adventist æ>a|d>d|v>v|ɛ>e|n>n|t>t|ɪ>i|s>s|t>t
adventists æ>a|d>d|v>v|ɛ>e|n>n|t>t|ɪ>i|s>s|t>t|s>s
adventure æ>a|d>d|v>v|ɛ>e|n>n|tʃ>t|ɝ>ure
adventurer æ>a|d>d|v>v|ɛ>e|n>n|tʃ>t|ɝ>ur|ɝ>er
adventurers æ>a|d>d|v>v|ɛ>e|n>n|tʃ>t|ɝ>ur|ɝ>er|z>s
adventures æ>a|d>d|v>v|ɛ>e|n>n|tʃ>t|ɝ>ure|z>s
adventurous æ>a|d>d|v>v|ɛ>e|n>n|tʃ>t|ɝ>ur|ʌ>ou|s>s
adverb æ>a|d>d|v>v|ɝ>er|b>b
adverbial æ>a|d>d|v>v|ɝ>er|b>b|i>i|ʌ>a|l>l
adverbs æ>a|d>d|v>v|ɝ>er|b>b|z>s
adversarial æ>a|d>d|v>v|ɝ>er|s>s|ɛ>a|r>r|i>i|ʌ>a|l>l
adversaries æ>a|d>d|v>v|ɝ>er|s>s|ɛ>a|r>r|i>ie|z>s
adversary æ>a|d>d|v>v|ɝ>er|s>s|ɛ>a|r>r|i>y
adverse æ>a|d>d|v>v|ɝ>er|s>se
adversely æ>a|d>d|v>v|ɝ>er|s>se|l>l|i>y
adversity æ>a|d>d|v>v|ɝ>er|s>s|ɪ>i|t>t|i>y
advertise æ>a|d>d|v>v|ɝ>er|t>t|aɪ>i|z>se
advertised æ>a|d>d|v>v|ɝ>er|t>t|aɪ>i|z>se|d>d
